brand_name,date,currency,sales_channel,transaction_timestamp,order_created_at,order_updated_at,order_id,order_name,country,region,billing_country,billing_province,billing_city,order_tags,product_id,product_title,product_tags,product_type,variant_title,gross_sales,net_sales,total_sales,orders,returns_inr,return_rate,items_sold,items_returned,avg_order_value,new_customer_orders,returning_customer_orders,avg_items_per_order,discounts_inr,sku,customer_sale_type,customer_id,shipping_country
Brand B,2/7/2026,INR,Online Store,2026-02-06 21:08:10+00:00,2026-02-06 21:08:14+00:00,,6983400000000.00,,United States,,United States,California,Modesto,,,,,,,0,0,10000,0,0,,0,,,0,,,0,,First-time,9120990000000.00,United States
Brand B,2/9/2026,inr,Draft Orders,2026-02-09 06:24:28+00:00,2026-02-09 06:24:28+00:00,2026-02-09 06:25:29+00:00,6987680000000.00,#5206,United States,Usa,,,Mckinney,,,,,,,17500,17500,27500,0,0,,1,,,0,,,0,,First-time,9131360000000.00,United States
Brand B,2/10/2026,INR,Draft Orders,,2026-02-10 06:47:00+00:00,2026-02-10 06:48:01+00:00,6989610000000.00,#5209,United States,Usa,United States,,Ashburn,,,,,,,0,0,10000,0,0,,0,,,0,,,0,,First-time,9133580000000.00,United States
Brand B,2/10/2026,INR,Draft Orders,2026-02-10 17:46:16+00:00,2026-02-10 17:46:17+00:00,,6990570000000.00,#5210,,Usa,United States,,,,0,,,,,,16500,,0,0,0,,,,0,,,0,,First-time,9134530000000.00,United States
,,inr,Online Store,2026-02-10 23:29:53+00:00,2026-02-10 23:29:55+00:00,2026-02-10 23:29:56+00:00,6991220000000.00,#5212,United States,Usa,United States,New York,New York,,,,,,,0,0,10000,0,0,,,,,,,,0,,First-time,1001474100000000.00,United States
Brand B,2/11/2026,INR,Online Store,2026-02-11 00:01:18+00:00,2026-02-11 00:01:19+00:00,2026-02-11 00:01:21+00:00,6991270000000.00,#5213,United States,Usa,United States,Texas,,,,,,,,0,0,10000,0,0,,0,,,0,,,0,,First-time,9135140000000.00,united states
Brand B,2/11/2026,INR,Online Store,2026-02-11 00:17:46+00:00,2026-02-11 00:17:49+00:00,2026-02-11 00:17:50+00:00,6991300000000.00,#5214,United States,Usa,United States,Florida,Medley,,,,,,,,0,10000,0,0,,0,,,0,,,,,First-time,9132890000000.00,United States
Brand B,2/11/2026,INR,Online Store,2026-02-11 01:06:58+00:00,2026-02-11 01:07:00+00:00,2026-02-11 01:07:02+00:00,6991380000000.00,#5215,United States,Usa,United States,New York,Sunnyside,,,,,,,0,0,1160000,0,0,,0,,,0,,,0,,First-time,9135270000000.00,United States
Brand B,,INR,Draft Orders,2026-02-12 05:00:22+00:00,2026-02-12 05:00:23+00:00,2026-02-12 05:04:24+00:00,6993850000000.00,#5225,United States,,United States,New Jersey,Sewell,,,,,,,13000,13000,23000,0,,0,1,,,0,,,0,,First-time,0.00,
Brand B,2/12/2026,,Online Store,2026-02-12 05:35:43+00:00,2026-02-12 05:35:46+00:00,2026-02-12 05:52:15+00:00,916200000000000.00,#5226,United States,Usa,United States,California,Yuba City,,,,,,,0,0,10000,0,0,,0,,,0,,,0,,First-time,9138240000000.00,
Brand B,2/13/2026,INR,Draft Orders,2026-02-13 02:32:16+00:00,2026-02-13 02:32:17+00:00,2026-02-13 02:33:18+00:00,6997310000000.00,#5232,United States,,United States,,Edison,,,,,,,20000,20000,30000,0,0,0,1,0,,0,,,0,,First-time,,United States
Brand B,2/13/2026,INR,Draft Orders,2026-02-13 07:01:20+00:00,2026-02-13 07:01:20+00:00,,6997610000000.00,#5233,United States,Usa,United States,Kentucky,Louisville,,,,,,,12500,12500,22500,0,0,0,1,,,0,,,0,,First-time,9140360000000.00,United States
Brand B,2/15/2026,INR,Online Store,2026-02-15 01:29:03+00:00,2026-02-15 01:29:07+00:00,2026-02-15 01:29:08+00:00,7001340000000.00,#5241,United States,,United States,NEW YORK,Ozone Park,,,,,,,,,1160000,0,0,,0,,,0,,,0,,First-time,9143700000000.00,United States
Brand B,2/15/2026,INR,Draft Orders,2026-02-15 08:57:11+00:00,2026-02-15 08:57:11+00:00,2026-02-15 08:58:13+00:00,917238000000000.00,#5244,United States,Usa,United States,,,,,,,,,35000,,45000,0,0,,1,,,0,,,0,,First-time,9144240000000.00,United States
Brand B,2/17/2026,INR,,2026-02-17 04:42:32+00:00,2026-02-17 04:42:36+00:00,2026-02-17 04:42:38+00:00,917692000000000.00,#5254,United States,Usa,United States,California,,,,,,,,0,0,10000,0,0,,0,,,0,,,0,,first-time,9147040000000.00,United States
Brand B,2/21/2026,INR,Draft Orders,,2026-02-21 06:19:19+00:00,2026-02-21 06:20:20+00:00,7012890000000.00,#5262,United States,Usa,United States,Florida,Miami,,,,,,,0,0,10000,0,0,,,,,0,,,0,,First-time,9160820000000.00,United States
Brand B,2/22/2026,INR,Draft Orders,2026-02-22 17:24:13+00:00,2026-02-22 17:24:14+00:00,2026-02-22 17:25:15+00:00,7015530000000.00,#5269,United States,Usa,United States,California,Fremont,,,,,,,0,0,10000,0,,,0,,,0,,,0,,First-time,1007974000000000.00,United States
Brand B,2/24/2026,,Draft Orders,2026-02-24 18:03:08+00:00,2026-02-24 18:03:09+00:00,2026-02-25 10:02:22+00:00,919565000000000.00,#5281,United States,Usa,,Texas,Irving,,,,,,,0,0,10000,0,0,,0,,,0,,,,,First-time,9167390000000.00,United States
Brand B,2/25/2026,INR,Online Store,2026-02-25 13:13:55+00:00,2026-02-25 13:13:59+00:00,2026-02-25 13:14:01+00:00,7021200000000.00,#5284,United States,Usa,United States,New York,New York,,,,,,,0,0,10000,0,0,,0,,,,,,0,,First-time,1008598800000000.00,United States
Brand B,2/27/2026,INR,Online Store,2026-02-26 23:03:09+00:00,2026-02-26 23:03:12+00:00,2026-02-27 02:13:25+00:00,920190000000000.00,#5289,United States,Usa,United States,california,Pleasanton,,,,,,,0,0,10000,0,0,,0,,,0,,,0,,First-time,9172660000000.00,UNITED STATES
Brand B,2/23/2026,INR,,,2026-02-23 04:17:05+00:00,2026-02-24 05:58:09+00:00,7016570000000.00,#5271,United States,,United States,Florida,Medley,,,,,,,0,0,10000,0,0,,0,,,,,,0,,Returning,9132890000000.00,United States
Brand B,2/15/2026,INR,Draft Orders,2026-02-15 08:54:07+00:00,2026-02-15 08:53:43+00:00,2026-02-16 05:59:34+00:00,7001820000000.00,#5243,United States,Usa,,,,,,,,,,0,0,10000,0,0,,,,,0,,,0,,First-time,,
,,,Draft Orders,2026-02-08 19:02:41+00:00,2026-02-08 19:02:42+00:00,,6986790000000.00,#5202,United States,Usa,,,,,,,,,,12500,12500,12500,0,0,0,0,,,0,,,0,,First-time,9129170000000.00,United States
Brand B,2/7/2026,INR,Online Store,2026-02-06 22:11:09+00:00,,2026-02-10 12:36:54+00:00,-6983520000000.00,#5196,United States,Usa,United States,,Bayside,,,,,,,0,0,16000,0,0,,0,,,0,,,0,,First-time,9124630000000.00,United States
Brand B,2/7/2026,INR,Online Store,,2026-02-06 22:11:11+00:00,2026-02-10 12:36:54+00:00,914841000000000.00,#5196,United States,Usa,United States,New York,,,7.73E+12,ISHAAQ,"Category_Kurta Set, festive, fitoor, fitoor-men, Men-6k-Shipping, Menswear, Others Shipping",Kurta Set,XL,25600,2739200,25600,1,0,0,,,0,1,,1,0,MMM-WF24-1001,First-time,9124630000000.00,
Brand B,2/25/2026,INR,Online Store,2026-02-25 17:20:54+00:00,2026-02-25 17:20:57+00:00,2026-02-26 01:35:29+00:00,7021600000000.00,#5285,United Arab Emirates,Middle East,United Arab Emirates,Abu Dhabi,Abu Dhabi,,,,,,,0,0,30000,0,0,,0,,,0,,,0,,,9169460000000.00,United Arab Emirates
Brand B,2/5/2026,INR,Draft Orders,2026-02-05 14:24:22+00:00,2026-02-05 14:24:23+00:00,,6980470000000.00,#5191,India,India,India,Karnataka,Bengaluru,,7.98E+12,NAINA,"bestseller_12jan26, Mehfil, mehfil_women, new arrivals, Nov_24, Others Shipping, Sharara, Women-10k-Shipping, Womenswear",Sharara Set,Custom,,5885000,55000,1,0,0,55,,55000,1,,1,0,MMMWC26-924,First-time,1003074600000000.00,
Brand B,2/8/2026,,Draft Orders,2026-02-08 07:56:09+00:00,2026-02-08 07:56:09+00:00,,6986040000000.00,#5201,India,India,India,Telangana,Kokapet,,7.37E+14,SALMA,"11_octbestseller, Category_Dress, Fanah, Fanah_women, haldi and mehndi, Him_25aug, new arrivals, Others Shipping, Women-10k-Shipping, Womenswear",Dress,M,55000,55000,55000,144,0,0,1,,55000,1,,1,0,MMAW25W-914,first-time,0.00,india
,2/22/2026,INR,Draft Orders,2026-02-22 17:53:26+00:00,2026-02-22 17:53:26+00:00,2026-02-22 17:54:27+00:00,7015580000000.00,#5270,Saudi Arabia,Middle East,Saudi Arabia,,,,7.67E+12,Disha,"03-07Bri, 11_octbestseller, bestseller-1, bestseller25, bestseller_12feb, bestseller_12jan26, Bridesmaids, Category_Gown, Celebrity Closet, Couture Express, festive, Ishq Women, mayankishq, Others Shipping, Women-10k-Shipping, Womenswear",Gown,M,58800,58800,0,1,0,0,0,,58800,,,1,0,mmm-wf24-929,First-time,1007979500000000.00,Saudi Arabia
Brand B,,INR,Online Store,2026-02-28 02:31:00+00:00,2026-02-28 02:31:01+00:00,2026-02-28 02:31:03+00:00,7028830000000.00,#5295,Saudi Arabia,Middle East,Saudi Arabia,,Riyadh,,0,Karmaa Dhingra in The Disha,"11_octbestseller, bestseller_12feb, bestseller_12jan26, Category_Gown, Celebrity Closet, Couture Express, festive, Others Shipping, Women-10k-Shipping, Womenswear",Gown,L,58800,58800,6820800,0,0,0,,,6820800,1,,1,0,MMM-WF24-929,,9175590000000.00,Saudi Arabia
Brand B,2/14/2026,INR,,2026-02-14 13:07:06+00:00,2026-02-14 13:07:10+00:00,2026-02-14 13:07:12+00:00,7000020000000.00,#5239,United Kingdom,Rest Of The World,United Kingdom,England,Belvedere,,7.35E+12,Shania,"15flat15, All, all24, Category_Lehenga Set, Collection_RuzaBagh, dispatch6weeks, mmextra5, Shipping-6k, Tag, W10, Women-10k-Shipping, Womenswear",,Custom,,60145,6976820,1,0,0,1,,60145,1,,1,0,,First-time,9142590000000.00,United Kingdom
Brand B,2/12/2026,INR,Draft Orders,2026-02-12 07:16:23+00:00,,2026-02-12 07:17:25+00:00,916213000000000.00,#5228,Canada,Rest Of The World,Canada,,,,7.73E+12,,"bestseller-1, bestseller25, Category_Anarkali Set, F_Anarkali, festive, fitoor, fitoor-women, Shipping-6k, Women-10k-Shipping, Womenswear",anarkali set,XL,64200,64200,64200,1,0,0,,,64200,1,,0,0,MMM-WF24-1000,First-time,9138330000000.00,
Brand B,2/5/2026,INR,Draft Orders,2026-02-05 14:19:25+00:00,,2026-02-05 20:17:19+00:00,6980460000000.00,#5190,India,India,India,,,,7.73E+12,Nadira,"Category_Anarkali Set, F_Anarkali, festive, Festive-03, fitoor, fitoor-women, haldi and mehndi, Shipping-6k, Women-10k-Shipping, Womenswear",Anarkali Set,XXL,,64200,64200,1,0,0,1,,64200,1,,130,0,MMM-WF24-972,First-time,9118850000000.00,India
Brand B,2/26/2026,,Draft Orders,2026-02-26 11:02:22+00:00,2026-02-26 11:02:22+00:00,2026-02-26 11:03:23+00:00,920029000000000.00,#5288,India,India,India,,,,7.73E+12,Mahnoor,"03-07Bri, bestseller_12jan26, Bridesmaids, festive, Festive-03, fitoor, fitoor-women, Others Shipping, RN25, Sharara, Women-10k-Shipping, Womenswear",,S,74900,74900,74900,1,0,0,1,,8688400,,,,,MMM-WF24-996,First-time,1008841900000000.00,India
Brand B,2/26/2026,INR,Draft Orders,2026-02-26 07:01:44+00:00,2026-02-26 07:01:44+00:00,2026-02-26 07:02:45+00:00,919999000000000.00,#5286,Canada,Rest Of The World,Canada,Alberta,Calgary,,7.98E+12,ZIANA,"Anarkali, bestseller_12feb, bestseller_12jan26, Category_Anarkali, Couture Express, Mehfil, mehfil_women, new arrivals, Nov_24, Ramadan_edit, Shipping-6k, Women-10k-Shipping, Womenswear",anarkali set,M,9150000,,75000,1,0,0,1,,75000,1,,1,0,MMMWC26-914,First-time,9170940000000.00,Canada
Brand B,2/12/2026,INR,Draft Orders,2026-02-12 07:35:23+00:00,,2026-02-12 07:36:25+00:00,6994000000000.00,#5229,India,India,India,Kerala,P.O Calicut-10,,7.98E+12,SIDRA,"bestseller_12feb, Category_Anarkali, Mehfil, mehfil_women, new arrivals, Nov_24, Shipping-6k, Women-10k-Shipping, Womenswear",Anarkali Set,Custom,75000,8025000,75000,,0,0,1,,75000,90,,1,0,MMMWC26-927,First-time,1005218500000000.00,
Brand B,,INR,Draft Orders,2026-02-25 12:45:39+00:00,2026-02-25 12:45:40+00:00,2026-02-25 12:47:51+00:00,919773000000000.00,#5283,India,India,India,Gujarat,Navsari,,7.96E+12,Ayah,"13_oct25, bestseller_12feb, category_lehenga, couture express, fanah resort, fanah resort_women, haldi and mehndi, lehenga, new arrivals, shipping-6k, women-10k-shipping, womenswear",LEHENGA,M,75000,75000,,1,0,0,1,,75000,1,,1,,MMLFW25W-921,First-time,9169060000000.00,India
Brand B,2/12/2026,INR,Draft Orders,2026-02-12 08:04:45+00:00,2026-02-12 08:04:46+00:00,2026-02-12 08:05:47+00:00,6994020000000.00,#5230,South Africa,Rest Of The World,South Africa,KwaZulu-Natal,Durban North,,7.96E+12,Layla,"13_oct25, Category_Lehenga, Fanah Resort, Fanah Resort_women, new arrivals, Shipping-6k, Women-10k-Shipping, Womenswear",,S,75000,,75000,0,0,0,1,,,,,0,0,mmlfw25w-902,First-time,9138370000000.00,India
,2/20/2026,INR,Draft Orders,2026-02-20 08:47:35+00:00,2026-02-20 08:47:35+00:00,2026-02-20 08:48:36+00:00,-7011170000000.00,#5261,United States,Usa,United States,,,,7.98E+12,ZIANA,"bestseller_12feb, bestseller_12jan26, Category_Anarkali, Couture Express, Mehfil, mehfil_women, new arrivals, Nov_24, Ramadan_edit, Shipping-6k, Women-10k-Shipping, Womenswear",Anarkali Set,S,75000,75000,75000,1,0,0,1,,0,1,,1,0,MMMWC26-914,First-time,9159010000000.00,United States
Brand B,2/15/2026,INR,Online Store,2026-02-15 15:51:17+00:00,2026-02-15 15:51:19+00:00,2026-02-15 17:33:42+00:00,7002190000000.00,#5248,India,India,India,PUNJAB,Ludhiana,,7.73E+12,Hana,,Saree,S,80000,,0,1,0,0,1,,80000,1,,,0,MMM-WF24-967,FIRST-TIME,9144680000000.00,India
Brand B,2/23/2026,INR,,2026-02-23 13:13:19+00:00,2026-02-23 13:13:19+00:00,2026-02-23 13:14:20+00:00,7017070000000.00,#5274,India,India,India,Karnataka,Bangalore,,8.01E+12,ESHA IN ARWA,"11_octbestseller, Anarkali, bestseller_12feb, Category_Anarkali, Category_Anarkali Set, Celebrity Closet, F_Anarkali, festive, Festive-03, fitoor, fitoor-women, Shipping-6k, Women-10k-Shipping, Womenswear",anarkali set,L,9760000,80000,80000,1,0,0,1,,80000,90,,1,0,,First-time,9164940000000.00,India
Brand B,2/11/2026,INR,Online Store,,2026-02-11 13:20:41+00:00,,915989000000000.00,#5219,United States,Usa,United States,West Virginia,Vienna,,7.73E+12,Hana,"03-07Bri, 11_octbestseller, bestseller-1, bestseller25, bestseller_12feb, bestseller_12jan26, Bridesmaids, Category_Saree, festive, Festive-03, fitoor, fitoor-women, haldi and mehndi, Others Shipping, Women-10k-Shipping, Womenswear",Saree,Custom,80000,0,,1,0,,1,,80000,1,,1,,MMM-WF24-967,First-time,9134220000000.00,India
,2/17/2026,,Online Store,2026-02-17 04:42:32+00:00,,,7005280000000.00,#5254,United States,Usa,United States,,Bakersfield,,7.19E+14,Ruya,"11_octbestseller, bestseller_12feb, bestseller_12jan26, Bride, Category_Lehenga Set, Couture Express, fitoor, fitoor-women, Shipping-6k, wedding-edit, Women-10k-Shipping, Womenswear",Lehenga,M,80000,0,80000,1,0,0,1,,80000,90,,1,0,MMM-WF24-964,First-time,,United States
Brand B,2/24/2026,INR,Draft Orders,2026-02-24 18:05:59+00:00,2026-02-24 18:05:59+00:00,2026-02-24 18:07:01+00:00,7019590000000.00,#5282,United States,,United States,,,,7.73E+12,ARWA,"11_OCTBESTSELLER, ANARKALI, BESTSELLER_12FEB, CATEGORY_ANARKALI, CATEGORY_ANARKALI SET, COUTURE EXPRESS, F_ANARKALI, FESTIVE, FESTIVE-03, FITOOR, FITOOR-WOMEN, SHIPPING-6K, WOMEN-10K-SHIPPING, WOMENSWEAR",Anarkali Set,M,80000,80000,,,0,0,0,,80000,1,,1,0,MMM-WF24-953,First-time,9167400000000.00,United States
Brand B,2/22/2026,inr,Draft Orders,2026-02-22 08:06:26+00:00,2026-02-22 08:06:27+00:00,2026-02-22 08:07:28+00:00,7014900000000.00,#5267,India,India,India,Telangana,,,,SABAH,"bestseller_12feb, Category_Lehenga, Category_Lehenga Set, Couture Express, Fanah, Fanah_women, Him_25aug, new arrivals, Shipping-6k, Women-10k-Shipping, Womenswear",Lehenga,,85000,85000,85000,1,0,0,1,,85000,1,,1,,,First-time,9162770000000.00,India
,2/14/2026,INR,Draft Orders,2026-02-14 04:36:57+00:00,2026-02-14 04:36:58+00:00,2026-02-14 04:37:59+00:00,6999590000000.00,#5236,United States,Usa,United States,California,Chino,,7.92E+12,HAWA,"bestseller_12feb, bestseller_12jan26, Couture Express, Fanah, Fanah_women, haldi and mehndi, Him_25aug, new arrivals, Others Shipping, Sharara, Women-10k-Shipping, Womenswear",Sharara Set,M,10370000,85000,85000,1,0,0,1,,85000,1,,1,0,MMAW25W-929,First-time,1005629900000000.00,
Brand B,2/9/2026,INR,Draft Orders,2026-02-09 08:32:24+00:00,2026-02-09 08:32:24+00:00,2026-02-09 08:33:34+00:00,6987820000000.00,#5207,Canada,Rest Of The World,Canada,British Columbia,Surrey,,7.73E+12,Farhana,"03-07Bri, 11_octbestseller, bestseller-1, bestseller25, bestseller_12feb, Bride, Bridesmaids, festive, Festive-03, fitoor, fitoor-women, haldi and mehndi, Others Shipping, RM25, Sharara, wedding-edit, Women-10k-Shipping, Womenswear",,Custom,10980000,90000,0,1,0,0,0,,90000,1,,1,0,MMM-WF24-979,First-time,9131520000000.00,Canada
Brand B,2/12/2026,INR,Draft Orders,2026-02-12 07:00:50+00:00,2026-02-12 07:00:50+00:00,,6993970000000.00,#5227,Canada,Rest Of The World,Canada,,,,7.93E+12,Pragya Jaiswal in ISHQAA,"Celebrity Closet, haldi and mehndi, Mahiya, Others Shipping, Women-10k-Shipping, Women-mahiya, Womenswear",Sharara Set,Custom,90000,90000,90000,1,0,0,1,,90000,1,,130,0,,First-time,9138320000000.00,India
Brand B,2/4/2026,INR,,2026-02-04 08:33:55+00:00,2026-02-04 08:33:56+00:00,2026-02-04 08:34:57+00:00,6978050000000.00,#5183,India,India,India,RAJASTHAN,Ajmer,,7.26E+14,Khushnaz Ashdin Turner in Rashida,"Bride, Category_Lehenga Set, Celebrity Closet, fitoor, fitoor-women, Shipping-6k, Women-10k-Shipping, Womenswear",Lehenga,Custom,90000,90000,90000,1,0,0,1,,90000,1,,1,0,,First-time,9116530000000.00,INDIA
Brand B,2/11/2026,INR,Draft Orders,2026-02-11 08:16:27+00:00,2026-02-11 08:16:27+00:00,,6991970000000.00,#5218,India,India,India,,,,7.85E+12,ISHQAA,"03-07Bri, Bridesmaids, Festive-03, haldi and mehndi, Mahiya, Others Shipping, Sharara, Women-10k-Shipping, Women-mahiya, Womenswear",Sharara Set,Custom,90000,9630000,90000,144,0,0,1,,90000,1,,,0,MMPF25W-905,First-time,9135920000000.00,India
Brand B,,INR,Draft Orders,2026-02-15 11:33:07+00:00,2026-02-15 11:33:07+00:00,2026-02-15 11:34:08+00:00,7001940000000.00,#5245,India,India,India,Karnataka,Bengaluru,,7.85E+12,LIZA,"11_octbestseller, bestseller-1, bestseller_12feb, bestseller_12jan26, Category_Lehenga, Category_Lehenga Set, Couture Express, haldi and mehndi, Mahiya, Shipping-6k, Women-10k-Shipping, Women-mahiya, Womenswear",Lehenga,S,90000,9630000,10440000,,0,0,55,,0,1,,1,0,MMPF25W-910,first-time,1005881800000000.00,India
Brand B,2/12/2026,INR,Draft Orders,2026-02-12 13:06:17+00:00,2026-02-12 13:06:17+00:00,2026-02-12 13:07:21+00:00,916255000000000.00,#5231,United Arab Emirates,Middle East,United Arab Emirates,Dubai,Dubai,,7.85E+12,,"Category_Saree, Festive-03, haldi and mehndi, Mahiya, Others Shipping, Women-10k-Shipping, Women-mahiya, Womenswear",Saree,Custom,90000,90000,90000,,0,0,1,,0,1,,1,0,MMPF25W-920,First-time,9138670000000.00,United Arab Emirates
Brand B,2/12/2026,INR,Draft Orders,2026-02-12 07:16:23+00:00,2026-02-12 07:16:24+00:00,2026-02-12 07:17:25+00:00,6993990000000.00,#5228,Canada,Rest Of The World,Canada,,,,7.92E+12,zayna,"bestseller_12feb, bestseller_12jan26, Category_Lehenga, Category_Lehenga Set, Fanah, Fanah_women, haldi and mehndi, Him_25aug, new arrivals, Shipping-6k, Women-10k-Shipping, Womenswear",Lehenga,Custom,95000,95000,95000,0,0,0,1,,0,0,,,0,MMAW25W-932,First-time,1005216300000000.00,INDIA
Brand B,2/28/2026,,,2026-02-28 08:49:24+00:00,2026-02-28 08:49:25+00:00,2026-02-28 08:50:26+00:00,7029500000000.00,#5296,India,India,India,Karnataka,Bengaluru,,7.37E+14,ZAYNA,"bestseller_12feb, bestseller_12jan26, Category_Lehenga, Category_Lehenga Set, Couture Express, Fanah, Fanah_women, haldi and mehndi, Him_25aug, new arrivals, Shipping-6k, Women-10k-Shipping, Womenswear",Lehenga,M,95000,95000,95000,1,0,0,1,,95000,1,,1,0,MMAW25W-932,First-time,9176610000000.00,India
Brand B,,INR,Draft Orders,2026-02-02 10:00:31+00:00,2026-02-02 10:00:31+00:00,2026-02-02 10:01:32+00:00,913631000000000.00,#5178,United Kingdom,Rest Of The World,United Kingdom,England,Bristol,,7.98E+12,YAMINI,,Saree,CUSTOM,95000,95000,95000,1,0,0,1,,95000,1,,,0,mmmwc26-921,First-time,9111930000000.00,United Kingdom
Brand B,2/1/2026,INR,Online Store,2026-02-01 02:12:52+00:00,2026-02-01 02:12:54+00:00,2026-02-02 09:11:25+00:00,913322000000000.00,#5176,United States,Usa,United States,New York,,,7.92E+12,ZAYNA,"bestseller_12jan26, Category_Lehenga, Category_Lehenga Set, Fanah, Fanah_women, haldi and mehndi, Him_25aug, new arrivals, Shipping-6k, Women-10k-Shipping, Womenswear",lehenga,Custom,95000,,11020000,1,0,,1,,95000,1,,1,0,MMAW25W-932,First-time,9109400000000.00,United States
,2/7/2026,INR,Draft Orders,2026-02-07 09:59:23+00:00,2026-02-07 09:59:23+00:00,2026-02-07 10:00:24+00:00,914952000000000.00,#5197,United States,Usa,United States,Arkansas,Benton,,7.73E+12,Zarah,"11_octbestseller, bestseller-1, bestseller25, Category_Lehenga Set, fitoor, fitoor-women, Shipping-6k, Women-10k-Shipping, Womenswear",Lehenga,Custom,0,96000,96000,1,0,0,55,,96000,1,,1,0,MMM-WF24-956,First-time,9125910000000.00,United States
Brand B,,INR,Draft Orders,2026-02-15 12:26:03+00:00,2026-02-15 12:26:04+00:00,2026-02-15 12:27:05+00:00,7001970000000.00,#5246,India,India,India,Gujarat,Jamnagar,,7.85E+12,ALIZA,"Category_Lehenga, Category_Lehenga Set, haldi and mehndi, Mahiya, Shipping-6k, Women-10k-Shipping, Women-mahiya, Womenswear",Lehenga,S,111000,11877000,12876000,144,0,0,1,,0,1,,130,0,MMPF25W-909,First-time,1005886200000000.00,India
Brand B,2/17/2026,INR,Draft Orders,2026-02-17 08:01:24+00:00,2026-02-17 08:01:24+00:00,2026-02-17 10:00:21+00:00,7005470000000.00,#5255,India,India,India,Telangana,Hyderabad,,7.73E+12,,"bestseller-1, bestseller25, bride, category_lehenga set, fitoor, fitoor-women, ramadan_edit, shipping-6k, wedding-edit, women-10k-shipping, womenswear",Lehenga,S,13542000,111000,111000,,0,0,1,,111000,,,1,0,MMM-WF24-963,First-time,9149930000000.00,India
Brand B,2/4/2026,INR,Draft Orders,2026-02-04 17:01:30+00:00,2026-02-04 17:01:31+00:00,2026-02-04 17:02:32+00:00,6978620000000.00,#5186,Canada,Rest Of The World,Canada,Alberta,Calgary,,7.92E+12,,"Category_Lehenga, Category_Lehenga Set, Fanah, Fanah_women, Him_25aug, new arrivals, Shipping-6k, Women-10k-Shipping, Womenswear",LEHENGA,CUSTOM,120000,120000,120000,1,0,0,1,,120000,1,,1,0,MMAW25W-933,First-time,9117150000000.00,Canada
,2/23/2026,INR,Draft Orders,2026-02-23 13:23:23+00:00,2026-02-23 13:23:23+00:00,2026-02-23 13:24:24+00:00,7017080000000.00,#5275,Canada,,Canada,Ontario,Toronto,,7.42E+12,Kritika Khurana in Lia,"11_octbestseller, all1, all24, bestseller-1, Bride, Category_Lehenga, Category_Lehenga Set, Celebrity Closet, Collection_Fida, festive, Fida womenswear, Shipping-6k, Women-10k-Shipping, Womenswear",,L,,125000,125000,1,0,0,1,,125000,1,,130,0,MMM-WF23-922,First-time,1008145600000000.00,Canada
Brand B,2/12/2026,INR,Online Store,2026-02-12 05:35:43+00:00,2026-02-12 05:35:46+00:00,2026-02-12 05:52:15+00:00,6993890000000.00,#5226,United States,Usa,,California,Yuba City,,,NOORAH,,,S,140000,140000,0,1,0,0,1,,0,1,,130,0,MMMWC26-920,First-time,9138240000000.00,United States
Brand B,2/14/2026,,Online Store,2026-02-14 06:41:18+00:00,2026-02-14 06:41:22+00:00,2026-02-14 06:53:45+00:00,6999710000000.00,#5237,Qatar,Middle East,Qatar,,Doha,,7.42E+14,MALA,"CATEGORY_LEHENGA, MEHFIL, MEHFIL_WOMEN, NEW ARRIVALS, NOV_24, SHIPPING-6K, WOMEN-10K-SHIPPING, WOMENSWEAR",Lehenga,M,160000,160000,160000,1,0,0,1,,160000,1,,1,0,MMMWC26-904,First-time,9142170000000.00,Qatar
Brand B,2/14/2026,INR,Draft Orders,2026-02-14 17:33:11+00:00,2026-02-14 17:33:12+00:00,2026-02-15 16:44:32+00:00,917056000000000.00,#5240,Oman,Middle East,Oman,,Muscat,,7.73E+12,Masuma,"11_octbestseller, bestseller-1, bestseller25, bestseller_12feb, category_lehenga set, couture express, festive, fitoor, fitoor-women, shipping-6k, women-10k-shipping, womenswear",Lehenga,S,165000,17655000,165000,1,0,,1,,165000,0,,,0,,First-time,9142990000000.00,Oman
,,INR,Online Store,2026-02-10 23:29:53+00:00,2026-02-10 23:29:55+00:00,2026-02-10 23:29:56+00:00,915850000000000.00,#5212,United States,Usa,United States,New York,New York,,7.75E+12,,"bri, bride, category_lehenga set, celebrity closet, fitoor, fitoor-women, shipping-6k, wedding-edit, women-10k-shipping, womenswear",,S,165000,165000,165000,1,0,0,1,,,1,,1,0,MMM-WF24-1045,First-time,9104310000000.00,United States
Brand B,2/9/2026,INR,Draft Orders,2026-02-09 06:24:28+00:00,2026-02-09 06:24:28+00:00,2026-02-09 06:25:29+00:00,-6987680000000.00,#5206,United States,Usa,United States,TEXAS,Mckinney,,7.92E+12,SARA,"bestseller_12feb, Category_Lehenga, Category_Lehenga Set, Fanah, Fanah_women, festive, Him_25aug, new arrivals, Shipping-6k, Women-10k-Shipping, Womenswear",Lehenga,Custom,175000,175000,175000,1,0,0,0,,175000,1,0,130,0,MMAW25W-940,First-time,9131360000000.00,
